11,5,벤츠,E 200 등 24차종 - 인포테인먼트 컨트롤 유닛 관련 리콜,5988,O,메르세데스벤츠코리아(주),E 200 등 24차종,2023-03-30 ~ 2025-12-02,2026-01-12 ~,"56,208 대",전기장치 기타,"인포테인먼트 컨트롤 유닛 소프트웨어 오류로 인해 운행 중 계기반에 꺼질 수 있으며, 이런 경우 운행 중에 운전자가 일시적으로 차량 운행 정보 확인이 불가할 수 있는 가능성이 확인됨에 따른 리콜
<대상차량별 생산일자>
E 200: 2023.07.06~2025.12.02
E 300 4MATIC: 2023.04.05~2025.12.02
E 220 d 4MATIC: 2023.03.30~2025.12.02
E 350 e 4MATIC: 2024.01.27~2025.12.02
E 450 4MATIC: 2023.07.04~2025.07.21
AMG E 53 Hybrid 4MATIC+: 2024.02.28~2025.07.07
C 200: 2024.05.17~2025.12.02
C 300 4MATIC: 2024.02.17~2024.07.28
AMG GT 55 4MATIC+: 2025.02.05~2025.06.27
AMG GT 63 S E Performance: 2025.02.05~2025.07.17
AMG SL 43: 2025.06.24~2025.07.03
AMG SL 63 4MATIC+: 2025.02.05~2025.04.30
Maybach SL 680 Mo: 2025.03.05~2025.07.22
CLE 200: 2023.05.12~2025.12.02
CLE 450 4MATIC: 2023.05.12~2025.12.02
AMG CLE 53 4MATIC+: 2025.01.30~2025.07.14
CLE 200: 2023.10.12~2025.12.02
CLE 450 4MATIC: 2023.10.07~2025.12.02
AMG CLE 53 4MATIC+: 2024.05.24~2025.12.02
GLC 300 4MATIC: 2024.01.30~2025.12.02
AMG GLC 43 4MATIC: 2024.03.15~2025.07.01
GLC 220 d 4MATIC: 2024.03.14~2025.07.07
GLC 300 4MATIC: 2024.03.14~2025.08.21
AMG GLC 43 4MATIC: 2024.01.24~2025.12.02","개선된 인포테인먼트 컨트롤 유닛 소프트웨어로 업데이트
<단, 일부 차량의 경우 인포테인먼트 컨트롤 유닛 소프트웨어는 차량으로 데이터 전송을 통해 원격으로 자동 업데이트 되어 이번 리콜을 진행하기 위한 서비스센터 방문이 불필요할 수 있으므로, 자세한 사항은 제작사 고객센터(080-001-1886)으로 문의하여 주시기 바랍니다. 소프트웨어 업데이트에 필요한 데이터 및 데이터 전송에 대한 요금은 부과되지 않습니다.>",벤츠코리아 대표번호 080-001-1886
12,5,현대,아반떼 등 2차종 - 무단변속기 관련 리콜,5999,O,현대자동차(주),"아반떼 (AD), 베뉴 (QX)",2018-08-23 ~ 2021-10-20,2026-01-09 ~,"130,283 대",동력전달장치 기타,"무단변속기 제조 불량으로 유압 제어 불안정 문제가 발생할 수 있고, 이런 경우 발진 시 구동력이 전달되지 않아 안전에 지장을 줄 수 있는 가능성이 확인됨에 따른 리콜
<대상차량별 생산일자>
아반떼 (AD): 2018.08.23~2020.03.24
베뉴 (QX): 2019.06.25~2021.10.20","변속기 제어장치 소프트웨어 업데이트 및 관련 고장코드 표출 시 점검 후 변속기 교환
<단, 일부 차량의 경우 기존 무상수리로 이미 리콜에 해당하는 조치가 완료되어 추가 조치는 필요하지 않을 수 있으므로, 자세한 사항은 제작사 고객센터(080-600-6000)으로 문의하여 주시기 바랍니다.>",현대자동차 대표번호 080-600-6000
13,7,볼보,S60 등 4차종 - 도어 잠금 장치 관련 리콜,5963,O,(주)볼보자동차코리아,"S60, V60, S60CC, V60CC",2010-11-16 ~ 2016-12-07,2026-01-02 ~,"5,427 대",차체/차대 기타,"차량이 고온의 기후 조건에 장시간 노출될 경우 도어 잠금장치에 적용된 플리머(고분자 중합체) 재질의 래치가 열에 의한 변형으로 파손될 수 있으며, 도어 래치가 파손된 상태에서 운전자 또는 탑승자가 승차 후 점등된 잠금장치 경고등은 인지하지 아니하고 차량을 운행할 경우 주행 중 문이 열리는 상황이 발생할 수 있음이 확인됨에 따른 리콜
<대상차량별 생산일자>
S60: 2010.11.16~2016.11.25
V60: 2011.01.27~2016.12.07
S60CC: 2015.06.24~2016.11.22
V60CC: 2015.05.19~2016.12.01",4개 도어의 부품(래치)을 개선된 부품으로 교체함,볼보자동차 대표번호 1588-1777
14,8,비엠더블유,BMW X3 20 xDrive 등 4차종 - 스티어링 기어 관련 리콜,5975,O,비엠더블유코리아(주),"BMW X3 20 xDrive,  BMW X3 20d xDrive, BMW X3 30 xDrive,  BMW X3 M50 xDrive",2024-08-25 ~ 2025-10-03,2025-12-22 ~,"3,198 대",조향장치 기타,"소프트웨어 오류로 인해 스티어링 기어 내 두 개 토크 센서 중 하나가 고장날 경우 해당 토크 센서 고장을 정확히 감지하지 못할 수 있으며, 이런 경우 차량이 운전자의 의도와 다르게 조향되어 안전 운전에 영향을 끼칠 수 있는 가능성이 확인됨에 따른 리콜
<대상차량별 생산일자>
BMW X3 20 xDrive: 2024.09.05~2025.10.03
BMW X3 20d xDrive: 2024.08.25~2025.10.02
BMW X3 30 xDrive: 2025.07.29~2025.10.03
BMW X3 30 xDrive: 2025.04.30~2025.06.19
BMW X3 M50 xDrive: 2025.09.06~2025.10.03","오류가 해결된 소프트웨어로 업데이트
(무선 소프트웨어 업데이트 가능함. 11/2025.38 또는 그 이상 버전이 설치되어 있다면 추가 업데이트가 필요하지 않음)",비엠더블유 대표번호 080-269-5181
15,8,현대,포터II LPDi - 변속 케이블 및 브라켓 관련 리콜,5973,O,현대자동차(주),포터II(HR) LPDi,2024-02-01 ~ 2025-06-10,2025-12-19 ~,"71,677 대",동력전달장치 기타,변속 케이블 체결부 설계 오류로 인해 변속 케이블이 고정되지 않고 이탈되어 운전자의 의도와 상이한 변속 상태로 차량 움직임이 발생하여 사고가 발생할 가능성이 확인됨에 따른 리콜,변속 케이블 및 브라켓 개선품 교체,현대자동차 대표번호 080-600-6000
16,9,기아,카니발 하이브리드 - 하이브리드 통합 제어기(HPCU) 관련 리콜,5971,O,기아 주식회사,카니발 하이브리드 (KA4 HEV),2023-12-14 ~ 2025-04-10,2025-12-12 ~,"51,286 대",전기장치 기타,하이브리드 통합 제어기(HPCU) 소프트웨어 설계 오류로 인해 동절기 원격시동 및 히터 작동 등 전장 고부하 시 하이브리드 통합 제어기(HPCU) 소손 발생 가능성이 확인됨에 따른 리콜,"1) 무선 OTA를 통한 하이브리드 통합 제어기(HPCU) 소프트웨어 업데이트
2) 서비스센터 및 서비스협력사에서 하이브리드 통합제어기 소프트웨어 업데이트
<단, 일부 차량의 경우 기존 무상수리로 이미 리콜에 해당하는 조치가 완료되어 추가 조치는 필요하지 않을 수 있으므로, 자세한 사항은 제작사 고객센터(080-200-2000)으로 문의하여 주시기 바랍니다.>",기아자동차 대표번호 080-200-2000
17,9,현대,스타리아 하이브리드 - 하이브리드 통합 제어기(HPCU) 관련 리콜,5970,O,현대자동차(주),스타리아 하이브리드 (US4 HEV),2024-02-29 ~ 2025-08-18,2025-12-12 ~,"12,851 대",전기장치 기타,하이브리드 통합 제어기(HPCU) 소프트웨어 오류로 인해 동절기 원격시동 및 히터 작동 등 전장 고부하 시 하이브리드 통합 제어기(HPCU) 소손 발생 가능성이 확인됨에 따른 리콜,하이브리드 통합 제어기(HPCU) 소프트웨어 업데이트,현대자동차 대표번호 080-600-6000
18,9,비엠더블유,BMW iX xDrive50 등 2차종 - 고전압 배터리 셀 모듈 관련 리콜,5969,O,비엠더블유코리아(주),"BMW iX xDrive50, BMW 750e xDrive",2021-08-23 ~ 2023-08-31,2025-12-11 ~,15 대,연료장치 기타,"고전압배터리 셀 모듈의 제조과정 오류로 인해 고전압 배터리 셀 모듈 프레임의 압력판이 허용된 압력을 초과하여 압축되어 측면판과 용접되었을 수 있으며, 이런 경우 시간이 지남에 따라 고전압 배터리 셀 모듈 프레임의 압력판과 측면판 사이의 용접 이음새가 파손되어 고전압 배터리 셀간 정렬이 어긋나 사전 경고 없이 고전압이 차단될 수 있으며, 화재가 발생할 수 있는 가능성이 확인됨에 따른 리콜
<대상차량별 생산일자>
BMW iX xDrive50: 2021.08.23~2023.05.08
BMW 750e xDrive: 2023.05.15~2023.08.31",문제가 발생될 수 있는 고전압 배터리 특정 셀 모듈을 정상적으로 제작된 고전압 배터리 셀 모둘로 교체함,비엠더블유 대표번호 080-269-5181
19,10,비엠더블유,BMW Active Tourer - 운전석 전방 에어백 모듈 관련 리콜,5967,O,비엠더블유코리아(주),BMW Active Tourer,2014-10-17 ~ 2015-02-26,2025-12-04 ~,360 대,실내안전장치 기타,"자체 품질 조사 결과, 운전석 에어백 인플레이터의 제작결함이 발견되었으며 에어백 인플레이터 관련 부품 결함으로 차량이 고온 다습한 지역에 장기간 노출되었을 때 에어백 인플레이터 내부 압축가스 추진체가 변형되어 사고 시 극히 드문 경우 에어백이 비정상적으로 전개되어 운전자 및 조수석 탑승자에게 상해를 입힐 수 있는 가능성에 따른 리콜",운전자 에어백 모듈을 교체함,비엠더블유 대표번호 080-269-5181
20,10,비엠더블유,BMW 118d 등 38차종 - 운전석 전방 에어백 모듈 관련 리콜,5966,O,비엠더블유코리아(주),BMW 118d 등 38차종,2009-01-13 ~ 2016-12-16,2025-12-04 ~,"48,736 대",실내안전장치 기타,"최초 차량판매 당시에는 TAKATA 에어백이 적용되지 않은 스티어링 휠로 출고되었으나, 출고 이후 BMW 승인한 교체 부품 중 TAKATA 에어백이 적용된 스포츠 또는 M 스포츠 스티어링 휠을 고객이 장착했을 가능성이 확인됨. 해당 스티어링 휠은 질산암모늄을 사용한 에어백 인플레이터가 장착되어 있으며, 차량이 고온 다습한 지역에 장기간 노출되었을 때 인플레이터 내부 압축 가스 추진제가 변형되었을 수 있으며, 이런 경우 사고 시 운전석 전방 에어백이 비정상적으로 전개되어 인플레이터 분체가 파열될 수 있고 운전자에게 상해를 입할 수 있는 가능성이 확인됨에 따른 리콜
<대상차량별 생산일자>
BMW 118d: 2012.12.10~2014.05.20
BMW 118d: 2015.11.17~2016.07.22
BMW 120d: 2012.07.13~2013.11.22
BMW 120d: 2009.01.13~2009.02.17
BMW 320d: 2014.09.11
BMW 320d: 2015.12.17
BMW 325d: 2014.01.28~2014.07.28
BMW 420d Gran Coupe: 2014.11.15
BMW 420i Gran Coupe: 2016.04.04
BMW 520d: 2013.06.13~2014.04.30
BMW 520d: 2010.05.17~2013.05.16
BMW 520d: 2011.05.11
BMW 520d Touring: 2012.08.02~2013.05.10
BMW 520d xDrive: 2016.10.06
BMW 520i: 2011.08.22~2013.01.11
BMW 520i: 2011.10.13
BMW 523i: 2009.12.15~2011.08.12
BMW 525d: 2012.06.29~2013.02.06
BMW 525d xDrive: 2013.06.20~2014.07.11
BMW 525d xDrive: 2012.03.14~2013.05.02
BMW 525d xDrive: 2012.03.12~2013.04.22
BMW 528i: 2010.02.18~2011.07.25
BMW 528i: 2011.08.11~2013.05.17
BMW 528i xDrive: 2011.08.10~2013.06.27
BMW 535d: 2010.09.10~2011.08.02
BMW 535d: 2011.08.31~2013.06.18
BMW 535i: 2009.12.15~2013.05.16
BMW 535i GT xDrive: 2011.05.20
BMW 535i xDrive: 2011.06.07~2013.05.02
BMW ActiveHybrid 5: 2011.12.15~2012.07.31
BMW 535IX: 2012.04.30
BMW 550d: 2013.03.05~2013.03.07
BMW 550i xDrive: 2010.09.29~2013.04.02
BMW 550i xDrive: 2012.01.04~2012.06.26
BMW 640d: 2012.05.04
BMW 640i: 2011.07.14~2013.09.02
BMW 640i Gran Coupe: 2012.02.20~2013.05.02
BMW 650i: 2015.03.05~2016.12.16
BMW 650i: 2011.02.09~2012.01.18
BMW 650i: 2012.07.04~2014.09.15
BMW Gran Turismo 30d: 2010.04.28~2011.04.13
BMW Gran Turismo 30d xDrive: 2014.02.22
BMW M135i: 2013.03.21
BMW M5: 2012.03.12~2013.06.24
BMW X3 20d: 2011.11.14
BMW X3 xDrive20d: 2010.11.19~2014.03.27
BMW X3 xDrive20i: 2013.08.05~2014.01.23
BMW X3 xDrive28i: 2012.08.06~2013.06.13
BMW X3 xDrive30d: 2011.03.31~2014.02.27
BMW X3 xDrive35d: 2012.01.18~2013.02.21
BMW X6 xDrive40d: 2016.01.28","스티어링 휠을 점검하고 필요 시 운전석 전방 에어백 모듈을 교체함.
(신속한 리콜 점검과 고객님의 편의를 위해 온라인 웹 사이트를 통한 점검을 실시합니다. 고객통지문 내용을 참조하여 주시기 바랍니다. 다만 온라인 점검 방법이 어려우실 경우 서비스센터 방문을 통해서 점검 및 조치를 받으실 수 있습니다.)",비엠더블유 대표번호 080-269-5181
